GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0022300373,560,1,106,4,12:10 AM,5:14,Monk 1' Running Alley Oop Dunk Shot (10 PTS) (Ellis 4 AST),,,135 - 114,-21,4,1628370,Malik Monk,1610612758.0,Sacramento,Kings,SAC,4,1631165,Keon Ellis,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,1
0022300373,562,2,5,4,12:10 AM,4:48,McGee BLOCK (3 BLK),,MISS Queta 3' Layup,,,5,1629674,Neemias Queta,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,4,201580,JaVale McGee,1610612758.0,Sacramento,Kings,SAC,1
0022300373,564,4,0,4,12:11 AM,4:44,,,Queta REBOUND (Off:4 Def:1),,,5,1629674,Neemias Queta,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
0022300373,565,2,5,4,12:11 AM,4:44,McGee BLOCK (4 BLK),,MISS Queta 2' Layup,,,5,1629674,Neemias Queta,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,4,201580,JaVale McGee,1610612758.0,Sacramento,Kings,SAC,1
0022300373,566,4,0,4,12:11 AM,4:42,Vezenkov REBOUND (Off:0 Def:1),,,,,4,1628426,Sasha Vezenkov,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
0022300373,568,9,1,4,12:11 AM,4:42,,,Celtics Timeout: Regular (Reg.3 Short 0),,,3,1610612738,,,,,,0,0,,,,,,0,0,,,,,,0
0022300373,569,18,6,4,12:11 AM,4:42,,Instant Replay4th Period (12:11 AM EST),,135 - 114,-21,0,567,,,,,,0,0,,,,,,1,0,,,,,,0
0022300373,571,8,0,4,12:13 AM,4:42,SUB: Duarte FOR Monk,,,,,4,1628370,Malik Monk,1610612758.0,Sacramento,Kings,SAC,4,1630537,Chris Duarte,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0
0022300373,572,8,0,4,12:13 AM,4:42,SUB: Mitchell FOR Ellis,,,,,4,1631165,Keon Ellis,1610612758.0,Sacramento,Kings,SAC,4,1630558,Davion Mitchell,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0
0022300373,575,2,101,4,12:14 AM,4:34,MISS Mitchell 12' Driving Floating Jump Shot,,,,,4,1630558,Davion Mitchell,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,,1
